id,name,gender,type,category_id,category_name
sr:competition:15796,"ITF Turkey F2, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:15798,"ITF USA F4, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:15800,"ITF USA F4, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:15802,"ITF Germany F3, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:15804,"ITF Germany F3, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:15806,"ITF Kazakhstan F1, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:15808,"ITF Kazakhstan F1, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:15810,"ITF Egypt F2, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:15812,"ITF Egypt F2, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:15814,"ITF France F3, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:15816,"ITF France F3, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:15818,"ITF Spain F2, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:15820,"ITF Spain F2, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:15842,"ITF Tunisia F3, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:15844,"ITF Tunisia F3, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:15846,"ITF Turkey F3, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:15848,"ITF Turkey F3, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:15852,"ITF Belgium F4, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:15854,"ITF Belgium F4, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:15858,"ITF Portugal F11, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:15860,"ITF Portugal F11, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:15864,"ITF USA F5, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:15866,"ITF USA F5, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:15872,"ITF Kazakhstan F2, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:15874,"ITF Kazakhstan F2, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:15876,"ITF Egypt F3, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:15878,"ITF Egypt F3, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:15950,"ITF Portugal F1, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:15990,"ITF Turkey F4, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:15992,"ITF USA F6, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:15994,"ITF Switzerland F1, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:15996,"ITF Egypt F4, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:15998,"ITF Great Britain F2, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16000,"ITF Indonesia F1, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16002,"ITF Spain F4, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16004,"ITF Tunisia F5, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16006,"ITF Turkey F5, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16120,"ITF Egypt F7, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16126,"ITF Tunisia F8, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16128,"ITF Turkey F8, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16144,"ITF Great Britain F1, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16146,"ITF Great Britain F1, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16150,"ITF China F13, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16152,"ITF China F13, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16156,"ITF Czech Republic F6, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16158,"ITF Czech Republic F6, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16162,"ITF Germany F8, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16164,"ITF Germany F8, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16168,"ITF Ireland F1, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16170,"ITF Ireland F1, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16174,"ITF Spain F22, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16176,"ITF Spain F22, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16180,"ITF Turkey F26, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16182,"ITF Turkey F26, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16186,"ITF USA F24, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16188,"ITF USA F24, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16192,"ITF Austria F3, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16194,"ITF Austria F3, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16198,"ITF Belgium F5, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16200,"ITF Belgium F5, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16204,"ITF Colombia F1, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16206,"ITF Colombia F1, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16210,"ITF Egypt F21, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16212,"ITF Egypt F21, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16216,"ITF France F16, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16218,"ITF France F16, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16222,"ITF Georgia F3, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16224,"ITF Georgia F3, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16228,"ITF Italy F22, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16230,"ITF Italy F22, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16234,"ITF Lithuania F1, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16236,"ITF Lithuania F1, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16240,"ITF Morocco F1, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16242,"ITF Morocco F1, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16246,"ITF Poland F6, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16248,"ITF Poland F6, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16252,"ITF Portugal F12, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16254,"ITF Portugal F12, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16256,"ITF Spain F3, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16258,"ITF Spain F3, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16260,"ITF Tunisia F4, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16262,"ITF Tunisia F4, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16266,"ITF Kazakhstan 05A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16268,"ITF Kazakhstan 05A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16272,"ITF Czech Republic 03A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16274,"ITF Czech Republic 03A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16278,"ITF Turkey 28A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16280,"ITF Turkey 28A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16284,"ITF USA 22A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16286,"ITF USA 22A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16290,"ITF Canada 05A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16292,"ITF Canada 05A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16296,"ITF China 14A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16298,"ITF China 14A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16302,"ITF Germany 10A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16304,"ITF Germany 10A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16308,"ITF Italy 19A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16310,"ITF Italy 19A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16314,"ITF Belgium 01A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16316,"ITF Belgium 01A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16320,"ITF Egypt 21A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16322,"ITF Egypt 21A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16326,"ITF Romania 05A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16328,"ITF Romania 05A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16332,"ITF Spain 11A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16334,"ITF Spain 11A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16338,"ITF Thailand 05A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16340,"ITF Thailand 05A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16454,"ITF China F14, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16456,"ITF China F14, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16458,"ITF France F17, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16460,"ITF France F17, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16462,"ITF Ireland F2, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16464,"ITF Ireland F2, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16466,"ITF Italy F23, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16468,"ITF Italy F23, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16470,"ITF Spain F23, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16472,"ITF Spain F23, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16474,"ITF USA F25, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16476,"ITF USA F25, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16478,"ITF Austria F4, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16480,"ITF Austria F4, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16482,"ITF Belgium F6, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16484,"ITF Belgium F6, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16486,"ITF Colombia F2, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16488,"ITF Colombia F2, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16490,"ITF Egypt F22, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16492,"ITF Egypt F22, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16494,"ITF Estonia F1, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16496,"ITF Estonia F1, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16498,"ITF Macedonia F1, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16500,"ITF Macedonia F1, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16502,"ITF Morocco F2, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16504,"ITF Morocco F2, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16506,"ITF Poland F7, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16508,"ITF Poland F7, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16510,"ITF Portugal F13, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16512,"ITF Portugal F13, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16514,"ITF Romania F7, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16516,"ITF Romania F7, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16518,"ITF Russia F4, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16520,"ITF Russia F4, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16522,"ITF Slovakia F1, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16524,"ITF Slovakia F1, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16526,"ITF Turkiye F27, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16528,"ITF Turkiye F27, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16566,"ITF Czechia 04A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16568,"ITF Czechia 04A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16570,"ITF Canada 06A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16572,"ITF Canada 06A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16574,"ITF USA 26A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16576,"ITF USA 26A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16578,"ITF Germany 11A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16580,"ITF Germany 11A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16582,"ITF Thailand 06A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16584,"ITF Thailand 06A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16586,"ITF Brazil 07A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16588,"ITF Brazil 07A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16590,"ITF Egypt 22A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16592,"ITF Egypt 22A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16594,"ITF Estonia 01A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16596,"ITF Estonia 01A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16598,"ITF Finland 01A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16600,"ITF Finland 01A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16602,"ITF France 20A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16604,"ITF France 20A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16610,"ITF Ireland 01A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16612,"ITF Ireland 01A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16614,"ITF Italy 20A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16616,"ITF Italy 20A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16618,"ITF Romania 06A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16620,"ITF Romania 06A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16622,"ITF USA 27A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16624,"ITF USA 27A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16640,"ITF Turkey F4, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16644,"ITF Egypt F4, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16646,"ITF Great Britain F2, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16648,"ITF Indonesia F1, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16656,"ITF Latvia F1, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16658,"ITF Latvia F1, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16662,"ITF Ukraine 01A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16664,"ITF Ukraine 01A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16742,"ITF Portugal F14, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16744,"ITF Portugal F14, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16746,"ITF Romania F8, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16748,"ITF Romania F8, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16750,"ITF Turkiye F28, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16752,"ITF Turkiye F28, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16754,"ITF USA F26, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16756,"ITF USA F26, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16758,"ITF Austria F5, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16760,"ITF Austria F5, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16762,"ITF Belgium F7, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16764,"ITF Belgium F7, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16766,"ITF Colombia F3, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16768,"ITF Colombia F3, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16770,"ITF Egypt F23, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16772,"ITF Egypt F23, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16774,"ITF Macedonia F2, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16776,"ITF Macedonia F2, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16778,"ITF Germany F9, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16780,"ITF Germany F9, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16782,"ITF Morocco F3, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16784,"ITF Morocco F3, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16786,"ITF Poland F8, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16788,"ITF Poland F8, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16790,"ITF Russia F5, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16792,"ITF Russia F5, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16794,"ITF Slovakia F2, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16796,"ITF Slovakia F2, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16798,"ITF Thailand F4, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16800,"ITF Thailand F4, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16802,"ITF USA 23A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16804,"ITF USA 23A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16806,"ITF Germany 12A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16808,"ITF Germany 12A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16810,"ITF Great Britain 12A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16812,"ITF Great Britain 12A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16814,"ITF Spain 14A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16816,"ITF Spain 14A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16818,"ITF USA 24A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16820,"ITF USA 24A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16822,"ITF Egypt 23A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16824,"ITF Egypt 23A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16826,"ITF Finland 02A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16828,"ITF Finland 02A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16830,"ITF Romania 07A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16832,"ITF Romania 07A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16834,"ITF Thailand 10A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16836,"ITF Thailand 10A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16838,"ITF Turkiye 27A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16840,"ITF Turkiye 27A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16852,"ITF Spain F4, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16854,"ITF Tunisia F5, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16856,"ITF Turkey F5, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16858,"ITF China F1, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16860,"ITF China F1, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16862,"ITF Egypt F5, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16864,"ITF Egypt F5, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16866,"ITF Great Britain F3, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16868,"ITF Great Britain F3, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16870,"ITF India F1, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16872,"ITF India F1, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16874,"ITF Spain F5, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16876,"ITF Spain F5, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16878,"ITF Tunisia F6, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16880,"ITF Tunisia F6, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16886,"ITF Portugal 09A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16888,"ITF Portugal 09A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16896,"ITF Portugal 07A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16900,"ITF Poland 03A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16902,"ITF Poland 03A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16922,"ITF Italy F25, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16924,"ITF Italy F25, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16928,"ITF USA F27, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16930,"ITF USA F27, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16934,"ITF Germany 07A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:16936,"ITF Germany 07A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:16940,"ITF Austria F6, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16942,"ITF Austria F6, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16946,"ITF Belarus F1, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16948,"ITF Belarus F1, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16952,"ITF Belgium F8, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16954,"ITF Belgium F8, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16958,"ITF Finland F2, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16960,"ITF Finland F2, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16964,"ITF Germany F10, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16966,"ITF Germany F10, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16970,"ITF Portugal F15, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16972,"ITF Portugal F15, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16976,"ITF Romania F9, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16978,"ITF Romania F9, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16982,"ITF Russia F6, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16984,"ITF Russia F6, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16988,"ITF Serbia F1, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16990,"ITF Serbia F1, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:16994,"ITF Slovakia F3, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:16996,"ITF Slovakia F3, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:17000,"ITF Thailand F5, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:17002,"ITF Thailand F5, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:17006,"ITF Turkiye F29, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:17008,"ITF Turkiye F29, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:17012,"ITF Belgium 04A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:17014,"ITF Belgium 04A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:17018,"ITF Great Britain 13A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:17020,"ITF Great Britain 13A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:17024,"ITF USA 25A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:17026,"ITF USA 25A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:17032,"ITF Austria 01A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:17034,"ITF Austria 01A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:17044,"ITF Romania 08A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:17046,"ITF Romania 08A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:17048,"ITF Russia 05A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:17050,"ITF Russia 05A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:17054,"ITF Spain 12A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:17056,"ITF Spain 12A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:17060,"ITF Thailand 11A, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:17062,"ITF Thailand 11A, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:17066,"ITF Turkey 28B, Women Singles",women,singles,sr:category:213,ITF Women
sr:competition:17068,"ITF Turkey 28B, Women Doubles",women,doubles,sr:category:213,ITF Women
sr:competition:17074,"ITF Turkey F6, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:17076,"ITF Turkey F6, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:17078,"ITF USA F7, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:17080,"ITF USA F7, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:17082,"ITF China F2, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:17084,"ITF China F2, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:17086,"ITF Tunisia F7, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:17088,"ITF Tunisia F7, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:17090,"ITF Egypt F6, Men Singles",men,singles,sr:category:785,ITF Men
sr:competition:17092,"ITF Egypt F6, Men Doubles",men,doubles,sr:category:785,ITF Men
sr:competition:17094,"ITF Turkey F7, Men Singles",men,singles,sr:category:785,ITF Men
